,Entity1,Entity2,Relation
8754,efforts,al,use
8755,instructions,sequences,sample
8756,graph,aggregation,embedding
8757,Graph,analysis,embedding
8758,Graphs,programs,models
8759,2017,task,uses
8760,beneficial,graphs,compare
8761,GMN,scratch,needs
8762,Fields,program,include
8763,network,graph,use
8764,process,work,followed
8765,process,Fig,depicted
8766,figure,blocks,illustrates
8767,block,tree,construct
8768,tree,graph,completed
8769,computations,topology,depend
8770,code,result,reordered
8771,approach,computations,described
8772,trees,Fig,generated
8773,Figures,process,provide
8774,instructions,graph,lines
8775,graph,tree,demonstrated
8776,tree,instruction,directed
8777,registers,computations,tie
8778,IR,form,provides
8779,block,variables,means
8780,definitions,edges,implemented
8781,node,eax_1,eax_0
8782,node,nodes,remove
8783,registers,labels,remove
8784,nodes,dataset,construct
8785,Note,features,use
8786,Kipf,2017,representations
8787,models,GraphSAGE,include
8788,GCNs,networks,perform
8789,updates,batches,expect
8790,GCN,layers,consists
8791,averages,neighbours,features
8792,parameters,layer,graph
8793,loss,parameters,assigned
8794,graph,layer,follows
8795,averages,information,representations
8796,network,graph,follows
8797,classifiers,Memory,purpose
8798,code,IR,lifted
8799,setup,baseline,chose
8800,words,dataset,obtained
8801,entries,sparsity,reduce
8802,frequencies,dataset,found
8803,performance,problem,files
8804,sections,representations,tackled
8805,properties,syntactic,capture
8806,researchers,algorithms,understand
8807,students,problems,submitted
8808,goal,solution,classify
8809,purposes,Timus,taken
8810,dataset,problem,follows
8811,model,differences,capture
8812,weaknesses,attacks,contains
8813,attackers,actions,allow
8814,mistakes,authors,introduced
8815,software,programs,focuses
8816,discovery,testing,solved
8817,techniques,exploration,rely
8818,traces,program,observed
8819,analysis,precision,provides
8820,challenges,inputs,implementation
8821,involve,constructs,span
8822,vulnerabilities,researchers,raises
8823,learning,work,discover
8824,models,scalability,builds
8825,problem,students,consists
8826,goal,prompts,corresponds
8827,files,type,grouped
8828,file,vulnerability,consists
8829,test,functions,suite
8830,dataset,IDs,contains
8831,Note,Linux,approach
8832,classifier,statistics,report
8833,cases,evaluation,reported
8834,vulnerabilities,Table,experimented
8835,validation,model,found
8836,validation,ratios,split
8837,validated,runs,averaged
8838,threshold,learning,perform
8839,number,run,changes
8840,find,labels,follow
8841,terms,hexadecimal,replaced
8842,validation,hyperparameters,pick
8843,Figure,model,demonstrates
8844,Figure,64,shows
8845,layers,performance,improve
8846,Figure,layers,compares
8847,size,performance,provides
8848,seconds,models,discussed
8849,findings,layers,perform
8850,GCN,layers,layer
8851,validation,layers,demonstrates
8852,B,samples,shows
8853,C,models,demonstrates
8854,D,IDs,shows
8855,testing,binaries,include
8856,results,runs,averaged
8857,statistics,vocabularies,obtained
8858,classifiers,selection,train
8859,discovery,Suite,performs
8860,readers,model,performed
8861,engine,functions,relies
8862,tool,functions,suggested
8863,training,instances,Asm2VecFootnote
8864,Asm2Vec,metric,poses
8865,function,functions,find
8866,values,intervals,find
8867,testing,runs,report
8868,evaluating,results,proceed
8869,Table,representation,contains
8870,model,versions,compiled
8871,Highlighting,approach,helps
8872,IR,work,contains
8873,difference,program,learn
8874,results,IR,achieve
8875,Figure,representation,contains
8876,representation,performance,demonstrates
8877,cases,accuracy,gain
8878,results,metrics,correspond
8879,experiment,vulnerabilities,demonstrates
8880,fact,cases,retrieved
8881,Precision@15,functions,corresponds
8882,Bin2Vec,performance,achieves
8883,surveys,tools,presented
8884,training,programs,noted
8885,predictions,binaries,considered
8886,surveys,tools,reported
8887,model,cases,studied
8888,percents,Heap,scores
8889,results,tools,suggest
8890,production,cases,complex
8891,test,issue,suite
8892,representations,coarseness,computed
8893,hint,software,completed
8894,use,properties,need
8895,challenge,binaries,left
8896,2019,performance,propagates
8897,utility,datasets,apply
8898,learning,programs,representations
8899,representation,baselines,achieves
8900,features,page,android
8901,architectures,mixing,sparsified
8902,Allamanis,naturalness,learning
8903,identification,code,discovre
8904,analysis,vulnerabilities,detect
8905,Debin,binaries,stripped
8906,framework,learning,Maldozer
8907,sentence,CN,dos
8908,word,space,representations
8909,words,compositionality,phrases
8910,graphs,Society,manifolds
8911,trends,vulnerabilities,patterns
8912,Offensive,Society,IEEE
8913,Theisen,traces,stack
8914,Bertolino,Society,IEEE
8915,fragments,detection,code
8916,data,learning,android
8917,Yamaguchi,Society,IEEE
8918,translation,pairs,Symposium
8919,authors,California,funding
8920,A.G.,study,designed
8921,A.G.,experiments,designed
8922,results,paper,drafted
8923,S.A,revision,performed
8924,author(s,manuscript,read
8925,authors,interests,declare
8926,Nature,affiliations,remains
8927,article,changes,permits
8928,article,material,included
8929,use,holder,need
8930,learning,tasks,representations
8931,data,centre,Manage
8932,REvil,Day,took
8933,experts,work,knew
8934,firms,result,forced
8935,networks,software,spread
8936,REvil,systems,took
8937,group,files,demanded
8938,businesses,vulnerability,suggest
8939,employees,habits,found
8940,employees,assessment,found
8941,result,departments,admitted
8942,Thomas,accounts,says
8943,attackers,data,makes
8944,compromise,hands,end
8945,Experts,world,warn
8946,%,emails,said
8947,Google,emails,reported
8948,uncertainty,BBC,tells
8949,scenario,work,got
8950,victims,appointments,says
8951,companies,scenarios,think
8952,consequences,attacks,dire
8953,multinationals,losses,individuals
8954,fund,invitation,collapsed
8955,Capital,attack,lost
8956,Pepper,investment,says
8957,employees,time,steps
8958,series,landscape,set
8959,devices,pandemic,work
8960,measures,BBC,tells
8961,devices,office,allowed
8962,ramifications,world,says
8963,companies,threats,says
8964,cloning,spyware,cybercriminals
8965,document,forces,warns
8966,Video'I,violence,gone
8967,gestures,Future,disappear
8968,quiz,songs,getting
8969,Feeling,heat,happens
8970,China,policy10,dies
8971,agency,attackers,said
8972,attacker,crashes,came
8973,customers,2012,said
8974,CISA,functions,said
8975,company,flaw,comes
8976,manufacturers,systems,said
8977,customers,patches,said
8978,Politico,employee,reported
8979,newsletter,inbox,receive
8980,regulators,laundering,said
8981,Reuters,people,reaching
8982,Reuters,business,provides
8983,solution,needs,manage
8984,Screen,networks,heightened
8985,learning,detection,exhibited
8986,methods,models,improve
8987,sequences,intrusion,applied
8988,model,sequences,explored
8989,model,sequences,extract
8990,order,model,enhance
8991,data,performance,GCNN
8992,behavior,event,finds
8993,ability,system,identify
8994,libraries,negatives,needs
8995,detection,rate,algorithms
8996,2008,Models,overviewed
8997,methods,sequences,delt
8998,processes,sequences,reach
8999,Considering,information,extract
9000,researchers,learning,techniques
9001,revolutionizing,problems,solve
9002,DL,issues,al
9003,results,detection,indicate
9004,sequence,performance,predicted
9005,sequences,model,improve
9006,sequences,sequences,capture
9007,order,attacks,conduct
9008,contributions,model,summarized
9009,capture,behaviors,extracted
9010,model,results,observe
9011,examples,model,employ
9012,results,attack,maintain
9013,section,work,presents
9014,section,training,describes
9015,results,section,discussions
9016,section,works,introduces
9017,model,linguistics,calculate
9018,wl,sentence,lth
9019,RNNLM,location,uses
9020,RNNLM,word,predicted
9021,system,calls,apply
9022,structure,al,choose
9023,model,Fig,shown
9024,H,decoder,hidden
9025,produces,sequences,predicted
9026,architecture,RNN,solve
9027,encoding,information,contains
9028,semantics,sequence,uses
9029,decoder,sequence,relies
9030,way,vector,combines
9031,decoder,element,predicted
9032,obtain,sequences,predicted
9033,generate,sequences,choose
9034,input,misclassification,causes
9035,2014,examples,discover
9036,model,model,means
9037,FGSM,examples,introduced
9038,box,information,means
9039,function,model,attacked
9040,examples,images,focuses
9041,FGSM,robustness,construct
9042,method,model,combines
9043,training,model,improve
9044,examples,algorithm,generated
9045,technology,intelligence,requires
9046,technology,detection,applied
9047,networks,algorithms,showed
9048,perceptron,traffic,classify
9049,Kim,dataset,use
9050,LSTM,network,al
9051,2018,RNN,applied
9052,researchers,detection,al
9053,2018,sequence,apply
9054,models,data,converge
9055,methods,problem,introduced
9056,use,sequence,predicted
9057,methods,sequences,deal
9058,sequences,training,prefer
9059,handle,section,based
9060,model,sequence,predicted
9061,model,section,predicted
9062,algorithm,section,proposed
9063,operations,data,differ
9064,method,sequence,inputs
9065,data,information,contains
9066,matrix,associations,extract
9067,\(k_{i}^{n}\,kernel,means
9068,output,ci×di×1,feature
9069,algorithm,vectors,extract
9070,processing,Fig,differs
9071,formula,vectors,follows
9072,output,layer,performed
9073,colors,kernels,describes
9074,model,sequence,append
9075,sequence,extent,maintain
9076,architecture,Fig,shown
9077,system,module,obtain
9078,structure,Fig,described
9079,vectors,kernels,performed
9080,layer,results,outputs
9081,information,model,believe
9082,attack,model,predicted
9083,thresholds,vector,select
9084,GCNN,Fig,proposed
9085,xe,vectors,predicted
9086,operations,function,use
9087,xe,g,uses
9088,plays,features,think
9089,role,features,plays
9090,types,feature,obtain
9091,contribution,vector,predicted
9092,results,paper,results
9093,structure,defense,model
9094,examples,samples,require
9095,pixel,eyes,image
9096,vector,meaning,represents
9097,generation,sequences,construct
9098,order,attack,solve
9099,algorithm,input,makes
9100,outputs,sequence,performed
9101,sequence,padding,adds
9102,operation,modifying,adopted
9103,code,Algorithm,described
9104,vectors,layer,embedding
9105,padding,EmbeddedMatrix,calculates
9106,sequence,process,generated
9107,process,experiment,include
9108,metrics,capabilities,need
9109,classification,1,shown
9110,metrics,recall,derived
9111,data,model,represents
9112,data,samples,represents
9113,metrics,2,shown
9114,curve,coordinate,calculates
9115,samples,class,predicted
9116,examples,class,predicted
9117,curve,classifier,evaluate
9118,curve,changes,remain
9119,experiment,metrics,Accadv
9120,sequences,algorithm,presents
9121,proportion,sequences,Crafting
9122,Crafting,examples,reflect
9123,indicators,training,reflect
9124,model,training,robustness
9125,verifying,model,choose
9126,models,fields,represented
9127,constructed,data,classify
9128,models,manner,builds
9129,series,tasks,makes
9130,layers,Dropouts,connected
9131,cross,value,parameters
9132,network,vector,uses
9133,connects,classification,connected
9134,layers,overfitting,nodes
9135,sequence,sequence,predicted
9136,parameters,phase,help
9137,RF,package,use
9138,kinds,sequences,trained
9139,Models,sequences,trained
9140,Models,sequences,trained
9141,dataset,situations,choose
9142,LD,dataset,dataset
9143,data,networks,set
9144,category,dataset,shows
9145,process,execution,invokes
9146,number,system,represents
9147,system,numbers,shows
9148,Assuming,sequence,contains
9149,diagram,Fig,shown
9150,method,4,mentioned
9151,model,names,declare
9152,sequence,information,contains
9153,experiment,model,need
9154,word,system,calls
9155,value,sequence,shown
9156,vector,method,expressed
9157,sequences,sequences,trained
9158,GCNN,metrics,achieved
9159,behaviors,making,proves
9160,sequence,information,helps
9161,behavior,sequences,improve
9162,models,sequences,shows
9163,models,value,improved
9164,sequence,ability,extract
9165,section,training,improve
9166,algorithm,section,trained
9167,sequences,models,generated
9168,sequences,algorithm,mentioned
9169,GCNN,%,drops
9170,algorithm,rate,believe
9171,model,sequences,resist
9172,GCNN,%,decreases
9173,sequences,models,decreased
9174,sequences,model,improve
9175,performance,sequence,improved
9176,model,training,enhance
9177,model,analysis,verified
9178,IDS,data,live
9179,paper,information,focuses
9180,LSTM,information,extract
9181,attacks,algorithms,compare
9182,autoencoder,detection,svm
9183,Translation,Translate,Learning
9184,Accepted,arxiv:1409.0473Comment,cite
9185,representations,translation,rnn
9186,evaluation,modeling,gated
9187,Gao,networks,IEEE
9188,Proceedings,networks,IEEE
9189,augmentation,relations,words
9190,Gans,elements,sequences
9191,Backpropagation,recognition,applied
9192,Proc,86(11):2278–2324,IEEE
9193,units,machines,ACM
9194,Shorten,learning,survey
9195,IEEE,data,Overcoming
9196,Proceedings,Recognition,IEEE
9197,network,units,gated
9198,references,Universities,supported
9199,lv,work,contributed
9200,authors,manuscript,read
9201,interest,authors,reported
9202,Nature,affiliations,remains
9203,article,changes,permits
9204,article,material,included
9205,use,holder,need
9206,method,detection,gated
9207,citation,Conditions,agree
9208,data,centre,Manage
9209,Argentina,change,chosen
9210,representatives,record,attend
9211,region,region,increased
9212,change,ecosystems,linked
9213,country,levels,suffered
9214,woods,2012,destroyed
9215,budget,activists,set
9216,government,Act,failed
9217,woods,impact,continue
9218,Argentina,generation,achieving
